Year,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022,Ireland,EURO,0,1687668,0,8293
2022,Isle of Man,EURO,0,38008,0,116
2022,Israel,EURO,1215,4754934,0,11988
2022,Italy,EURO,0,24884034,0,183138
2022,Jamaica,AMRO,0,152758,0,3461
2022,Japan,WPRO,0,27765782,0,54365
2022,Jersey,EURO,0,65130,2,146
2022,Jordan,EMRO,0,1746997,0,14122
2022,Kazakhstan,EURO,276,1491711,0,19057
2022,Kenya,AFRO,0,342336,0,5688
2022,Kiribati,WPRO,0,3430,0,13
2022,Kosovo[1],EURO,5,272200,0,3192
2022,Kuwait,EMRO,0,662747,0,2570
2022,Kyrgyzstan,EURO,0,206557,0,2991
2022,Lao People's Democratic Republic,WPRO,60,217586,0,757
2022,Latvia,EURO,366,972561,3,6143
2022,Lebanon,EMRO,0,1221791,0,10743
2022,Lesotho,AFRO,0,34490,0,706
2022,Liberia,AFRO,0,8043,0,294
2022,Libya,EMRO,0,507121,0,6437
2022,Liechtenstein,EURO,0,21228,0,87
2022,Lithuania,EURO,489,1285267,3,9466
2022,Luxembourg,EURO,311,311746,1,1178
2022,Madagascar,AFRO,0,67684,0,1415
2022,Malawi,AFRO,0,88123,0,2685
2022,Malaysia,WPRO,858,5021242,3,36824
2022,Maldives,SEARO,0,185666,0,311
2022,Mali,AFRO,0,32767,0,743
2022,Malta,EURO,16,116212,1,813
2022,Marshall Islands,WPRO,0,15547,0,17
2022,Martinique,AMRO,0,224826,0,1076
2022,Mauritania,AFRO,0,63423,0,997
2022,Mauritius,AFRO,0,289980,0,1039
2022,Mayotte,AFRO,0,41969,0,187
2022,Mexico,AMRO,0,7196485,0,330834
2022,Micronesia (Federated States of),WPRO,21,22069,0,58
2022,Monaco,EURO,14,15897,0,65
2022,Mongolia,WPRO,0,1007266,0,2136
2022,Montenegro,EURO,35,284464,0,2790
2022,Montserrat,AMRO,0,1403,0,8
2022,Morocco,EMRO,0,1271017,0,16294
2022,Mozambique,AFRO,0,230918,0,2229
2022,Myanmar,SEARO,0,633590,0,19489
2022,Namibia,AFRO,0,170164,0,4080
2022,Nauru,WPRO,0,4621,0,1
2022,Nepal,SEARO,0,1000962,0,12019
2022,Netherlands,EURO,0,8559116,0,22953
2022,New Caledonia,WPRO,0,79162,0,314
2022,New Zealand,WPRO,0,2027981,0,2288
2022,Nicaragua,AMRO,57,15365,0,245
2022,Niger,AFRO,0,9473,0,314
2022,Nigeria,AFRO,0,266381,0,3155
2022,Niue,WPRO,0,335,0,0
2022,North Macedonia,EURO,0,345402,0,9608
2022,Northern Mariana Islands (Commonwealth of the),WPRO,0,13236,0,41
2022,Norway,EURO,121,1473504,0,4670
2022,"occupied Palestinian territory, including east Jerusalem",EMRO,0,703228,0,5708
2022,Oman,EMRO,0,399154,0,4628
2022,Other,Other,0,764,0,13
2022,Pakistan,EMRO,0,1575486,0,30635
2022,Palau,WPRO,0,5955,0,9
2022,Panama,AMRO,0,1020961,0,8554
2022,Papua New Guinea,WPRO,0,46663,0,669
2022,Paraguay,AMRO,0,720204,0,19655
2022,Peru,AMRO,5254,4430160,19,217960
2022,Philippines,WPRO,1031,4059369,30,65172
2022,Pitcairn Islands,WPRO,0,4,0,0
2022,Poland,EURO,659,6364708,15,118467
2022,Portugal,EURO,0,5554058,0,25714
2022,Puerto Rico,AMRO,2522,1042874,9,5499
2022,Qatar,EMRO,0,487321,0,685
2022,Republic of Korea,WPRO,68168,28534558,63,31674
2022,Republic of Moldova,EURO,0,596100,0,11929
2022,Réunion,AFRO,1923,486659,1,906
2022,Romania,EURO,0,3305048,0,67341
2022,Russian Federation,EURO,7409,21750711,57,393277
2022,Rwanda,AFRO,0,132920,0,1467
2022,Saba,AMRO,0,737,0,2
2022,Saint Barthélemy,AMRO,0,5382,0,5
2022,"Saint Helena, Ascension and Tristan da Cunha",AFRO,0,2166,0,0
2022,Saint Kitts and Nevis,AMRO,0,6560,0,46
2022,Saint Lucia,AMRO,0,29741,0,409
2022,Saint Martin,AMRO,0,12104,0,46
2022,Saint Pierre and Miquelon,AMRO,0,3316,0,2
2022,Saint Vincent and the Grenadines,AMRO,0,9521,0,118
2022,Samoa,WPRO,0,15982,0,29
2022,San Marino,EURO,0,22813,0,120
2022,Sao Tome and Principe,AFRO,0,6279,0,77
2022,Saudi Arabia,EMRO,0,826667,0,9502
2022,Senegal,AFRO,0,88896,0,1968
2022,Serbia,EURO,893,2438130,1,17480
2022,Seychelles,AFRO,0,50355,0,172
2022,Sierra Leone,AFRO,0,7760,0,125
2022,Singapore,WPRO,1200,2193890,0,1710
2022,Sint Eustatius,AMRO,0,1212,0,5
2022,Sint Maarten,AMRO,0,10988,0,89
2022,Slovakia,EURO,131,1858531,3,20797
2022,Slovenia,EURO,1706,1297794,0,8708
2022,Solomon Islands,WPRO,0,24575,0,153
2022,Somalia,EMRO,0,27300,0,1361
2022,South Africa,AFRO,0,4046603,0,102550
2022,South Sudan,AFRO,0,18368,0,138
2022,Spain,EURO,0,13651239,0,116658
2022,Sri Lanka,SEARO,7,671838,0,16814
2022,Sudan,EMRO,0,63686,0,4994
2022,Suriname,AMRO,0,81581,0,1393
2022,Sweden,EURO,2703,2665176,0,21627
2022,Switzerland,EURO,0,4365587,0,13801
2022,Syrian Arab Republic,EMRO,0,57423,0,3163
2022,Tajikistan,EURO,0,17786,0,125
2022,Thailand,SEARO,0,4718908,0,33505
2022,The United Kingdom,EURO,3754,24135084,0,198937
2022,Timor-Leste,SEARO,0,23386,0,138
2022,Togo,AFRO,0,39339,0,290
2022,Tokelau,WPRO,0,5,0,0
2022,Tonga,WPRO,0,16211,0,12
2022,Trinidad and Tobago,AMRO,0,185882,0,4277
2022,Tunisia,EMRO,0,1147477,0,29279
2022,Türkiye,EURO,0,17004677,0,101419
2022,Turkmenistan,EURO,0,0,0,0
2022,Turks and Caicos Islands,AMRO,0,6479,0,36
2022,Tuvalu,WPRO,0,2779,0,0
2022,Uganda,AFRO,0,169715,0,3630
2022,Ukraine,EURO,0,5354738,0,110766
2022,United Arab Emirates,EMRO,0,1046359,0,2348
2022,United Republic of Tanzania,AFRO,0,42111,0,845
2022,United States of America,AMRO,501758,99027628,2881,1080010
2022,United States Virgin Islands,AMRO,9,23721,0,127
2022,Uruguay,AMRO,0,1002988,0,7552
2022,Uzbekistan,EURO,78,249217,0,1637
2022,Vanuatu,WPRO,0,12013,0,14
2022,Venezuela (Bolivarian Republic of),AMRO,170,549548,0,5830
2022,Viet Nam,WPRO,0,11523567,0,43181
2022,Wallis and Futuna,WPRO,0,3415,0,7
2022,Yemen,EMRO,0,11945,0,2159
2022,Zambia,AFRO,0,333746,0,4019
2022,Zimbabwe,AFRO,0,259981,0,5637
